file,Red,Green,Blue,NIR,RedEdge,DeepBlue,field,range,row,PC1,PC2,PC3,plantDensity,combineYield,yieldPerAcre,totalStandCount,daysToAnthesis,GDDToAnthesis,daysToSilk,GDDToSilk,percentMoisture,percentStarch,percentProtein,percentOil,percentFiber,percentAsh,percentLodging,flagLeafHeight
Crawfordsville-TP2-4353_15_43.TIF,311.0079365079365,424.718253968254,334.10714285714283,3788.373015873016,1603.8055555555557,318.6547619047619,Crawfordsville-TP2-4353,15,43,0.04203006201515679,-0.05883223205287088,-0.0005575807141543964,27000.0,19.11,174.71,54.0,,,,,,,,,,,3.7,251.0
Crawfordsville-TP2-4351_20_16.TIF,285.28409090909093,420.24242424242425,308.29545454545456,3469.9848484848485,1517.9204545454545,294.0113636363636,Crawfordsville-TP2-4351,20,16,0.03849517885964785,0.0007623985314290615,-0.04502575116892494,31000.0,19.53,178.34,62.0,,,,,,,,,,,0.0,193.0
Crawfordsville-TP2-4352_10_7.TIF,398.2640692640693,555.7489177489177,394.45454545454544,4220.839826839827,1953.125541125541,362.8528138528139,Crawfordsville-TP2-4352,10,7,0.046658214068819495,0.11241477544558141,-0.0011668955683869508,30500.0,16.8,153.77,61.0,,,,,,,,,,,0.0,190.0
Crawfordsville-TP2-4353_9_44.TIF,366.42561983471074,511.1404958677686,368.3595041322314,3987.1487603305786,1782.6735537190082,348.1198347107438,Crawfordsville-TP2-4353,9,44,0.04400973385758922,0.03619711344946789,0.020560506229372662,34000.0,19.31,169.02,68.0,,,,,,,,,,,1.47,231.0
Crawfordsville-TP2-4352_5_4.TIF,344.6320346320346,477.4935064935065,356.969696969697,4072.160173160173,1760.0,339.4025974025974,Crawfordsville-TP2-4352,5,4,0.04517741395721598,-0.020000980627446926,0.01697343031491494,31500.0,18.74,171.33,63.0,,,,,,,,,,,0.0,230.0
Crawfordsville-TP2-4353_11_46.TIF,305.88257575757575,421.0151515151515,311.85227272727275,3487.128787878788,1502.7083333333333,298.5189393939394,Crawfordsville-TP2-4353,11,46,0.03855320678458012,-0.02619422478662902,0.04205415045245568,29000.0,22.05,195.56,58.0,,,,,,,,,,,0.0,226.0
Crawfordsville-TP2-4352_19_2.TIF,300.4917355371901,445.8057851239669,325.4917355371901,3953.8305785123966,1654.7851239669421,313.91322314049586,Crawfordsville-TP2-4352,19,2,0.04404963051700539,-0.06588961710646618,0.01010414560317699,31500.0,21.3,190.02,63.0,,,,,,,,,,,0.0,242.0
Crawfordsville-TP2-4351_18_17.TIF,346.5,478.6547619047619,353.3809523809524,3829.3849206349205,1707.4444444444443,337.48809523809524,Crawfordsville-TP2-4351,18,17,0.04230400983731563,0.02703843105289525,-0.01374816366396921,32000.0,19.01,173.79,64.0,,,,,,,,,,,1.56,238.0
Crawfordsville-TP2-4351_4_13.TIF,334.3901515151515,452.9810606060606,337.969696969697,3573.780303030303,1600.1325757575758,309.96590909090907,Crawfordsville-TP2-4351,4,13,0.03942633540571078,0.03294867298677278,0.035109397039662746,31000.0,17.08,157.41,62.0,,,,,,,,,,,1.61,238.0
Crawfordsville-TP2-4351_13_16.TIF,316.64462809917353,439.5330578512397,336.3181818181818,3800.7520661157023,1618.9173553719008,325.099173553719,Crawfordsville-TP2-4351,13,16,0.04210951120133506,-0.04978124763397259,-0.0030170734981934118,32000.0,22.83,205.12,64.0,,,,,,,,,,,3.12,231.0
